1000	9.9669999327e-05
2000	2.3695000127e-04
3000	2.6013000315e-04
4000	4.2787000129e-04
5000	4.4250999781e-04
6000	6.2450000114e-04
7000	6.6361000063e-04
8000	8.6737000238e-04
9000	9.0582999983e-04
10000	9.8737000226e-04
11000	1.0678200022e-03
12000	1.2173900017e-03
13000	1.3263000001e-03
14000	1.4115000013e-03
15000	1.4913699997e-03
16000	1.7246500021e-03
17000	2.0283000005e-03
18000	1.9186300007e-03
19000	2.3379499995e-03
20000	2.7660999971e-03
21000	2.3810100014e-03
22000	2.3050900010e-03
23000	2.4963500022e-03
24000	2.5237299997e-03
25000	2.8609199973e-03
26000	2.8445100004e-03
27000	3.5384699950e-03
28000	3.3831999986e-03
29000	4.0274999992e-03
30000	4.4173400005e-03
31000	4.0696800002e-03
32000	3.7912099971e-03
33000	3.7674699997e-03
34000	4.3850199974e-03
35000	4.7009200003e-03
36000	4.3429199999e-03
37000	4.6443799991e-03
38000	5.0016599998e-03
39000	4.6962999986e-03
40000	4.9184700008e-03
41000	5.0874899971e-03
42000	5.7091199997e-03
43000	5.4650000005e-03
44000	5.5991600006e-03
45000	6.9103000002e-03
46000	5.8338399991e-03
47000	6.8346400003e-03
48000	5.8654699969e-03
49000	5.8348400024e-03
50000	5.5396500029e-03
51000	5.8887900013e-03
52000	5.8895599985e-03
53000	5.8752899989e-03
54000	6.1257599984e-03
55000	6.0724800001e-03
56000	6.6215499988e-03
57000	6.2223199988e-03
58000	6.6832699988e-03
59000	6.5262099990e-03
60000	6.8459599992e-03
61000	7.0117299998e-03
62000	7.0610199997e-03
63000	7.3881000004e-03
64000	7.1475900026e-03
65000	7.5375500004e-03
66000	7.6079800041e-03
67000	7.8222999975e-03
68000	7.9096699992e-03
69000	8.0005999989e-03
70000	8.0342100002e-03
71000	8.1456300002e-03
72000	8.2064999981e-03
73000	8.5213700004e-03
74000	8.5224599970e-03
75000	8.7203599964e-03
76000	8.9665000007e-03
77000	9.3143100021e-03
78000	9.0086300013e-03
79000	9.6755900027e-03
80000	9.1974499999e-03
81000	9.3758600007e-03
82000	9.5881500005e-03
83000	9.3647799993e-03
84000	9.8219599982e-03
85000	9.8750299978e-03
86000	9.8500399967e-03
87000	1.0506409999e-02
88000	1.0201440001e-02
89000	1.0903080001e-02
90000	1.0796180001e-02
91000	1.0435950001e-02
92000	1.0962950002e-02
93000	1.0990790003e-02
94000	1.0700250001e-02
95000	1.1173900000e-02
96000	1.1623739998e-02
97000	1.1759830000e-02
98000	1.1434279998e-02
99000	1.1967790000e-02
100000	1.1762280001e-02
101000	1.1784120003e-02
102000	1.2101559997e-02
103000	1.2059950002e-02
104000	1.2277989998e-02
105000	1.2329779999e-02
106000	1.2403730003e-02
107000	1.2788960001e-02
108000	1.2764269998e-02
109000	1.2814780000e-02
110000	1.2828729997e-02
111000	1.2859219998e-02
112000	1.3189490001e-02
113000	1.3559289997e-02
114000	1.3602839997e-02
115000	1.3543670002e-02
116000	1.4074230002e-02
117000	1.4502540002e-02
118000	1.4316730000e-02
119000	1.4270950001e-02
120000	1.4451170000e-02
121000	1.4413910000e-02
122000	1.4657009998e-02
123000	1.4587490000e-02
124000	1.4616319996e-02
125000	1.5017700002e-02
126000	1.5062120001e-02
127000	1.5128119999e-02
128000	1.5231599999e-02
129000	1.5331909999e-02
130000	1.5437149999e-02
131000	1.5588260001e-02
132000	1.5888240001e-02
133000	1.6112970001e-02
134000	1.5989960001e-02
135000	1.6061029999e-02
136000	1.6381380000e-02
137000	1.6258760002e-02
138000	1.6618899998e-02
139000	1.6807459998e-02
140000	1.6632690001e-02
141000	1.7057910000e-02
142000	1.7344360001e-02
143000	1.7320540002e-02
144000	1.7362590002e-02
145000	1.7691969995e-02
146000	1.7752639994e-02
147000	1.7864979999e-02
148000	1.8249029997e-02
149000	1.7964430001e-02
150000	1.7970550002e-02
151000	1.8257510001e-02
152000	1.8332540001e-02
153000	1.8453809997e-02
154000	1.8868760002e-02
155000	1.8991990000e-02
156000	1.9023530003e-02
157000	1.9044820000e-02
158000	1.9141550000e-02
159000	1.9044439998e-02
160000	1.9276600001e-02
161000	1.9806010004e-02
162000	2.0225290002e-02
163000	1.9677640001e-02
164000	1.9656560000e-02
165000	1.9863180004e-02
166000	2.0177030000e-02
167000	2.0122880000e-02
168000	2.0088050002e-02
169000	2.0463680002e-02
170000	2.1061610000e-02
171000	2.0976810002e-02
172000	2.1177970002e-02
173000	2.1577740001e-02
174000	2.1673079998e-02
